PC4	Gemeente code	Provincie code	Provincie name	Gemeente name
9792	14	20	Groningen	Groningen
9793	14	20	Groningen	Groningen
9794	14	20	Groningen	Groningen
9795	14	20	Groningen	Groningen
9796	14	20	Groningen	Groningen
9797	14	20	Groningen	Groningen
9798	14	20	Groningen	Groningen
9801	1969	20	Groningen	Westerkwartier
9804	1969	20	Groningen	Westerkwartier
9805	1969	20	Groningen	Westerkwartier
9811	1969	20	Groningen	Westerkwartier
9812	1969	20	Groningen	Westerkwartier
9821	1969	20	Groningen	Westerkwartier
9822	1969	20	Groningen	Westerkwartier
9824	1969	20	Groningen	Westerkwartier
9825	1969	20	Groningen	Westerkwartier
9827	1969	20	Groningen	Westerkwartier
9828	1969	20	Groningen	Westerkwartier
9831	1969	20	Groningen	Westerkwartier
9832	1969	20	Groningen	Westerkwartier
9833	1969	20	Groningen	Westerkwartier
9841	1969	20	Groningen	Westerkwartier
9842	1969	20	Groningen	Westerkwartier
9843	1969	20	Groningen	Westerkwartier
9844	1969	20	Groningen	Westerkwartier
9845	1969	20	Groningen	Westerkwartier
9851	1970	21	Friesland (Fryslân)	Noardeast-Fryslân
9852	1970	21	Friesland (Fryslân)	Noardeast-Fryslân
9853	1970	21	Friesland (Fryslân)	Noardeast-Fryslân
9861	1969	20	Groningen	Westerkwartier
9862	1969	20	Groningen	Westerkwartier
9863	1969	20	Groningen	Westerkwartier
9864	1969	20	Groningen	Westerkwartier
9865	1969	20	Groningen	Westerkwartier
9866	1969	20	Groningen	Westerkwartier
9871	59	21	Friesland (Fryslân)	Achtkarspelen
9872	59	21	Friesland (Fryslân)	Achtkarspelen
9873	59	21	Friesland (Fryslân)	Achtkarspelen
9881	1969	20	Groningen	Westerkwartier
9882	1969	20	Groningen	Westerkwartier
9883	1969	20	Groningen	Westerkwartier
9884	1969	20	Groningen	Westerkwartier
9885	1969	20	Groningen	Westerkwartier
9886	1969	20	Groningen	Westerkwartier
9891	1969	20	Groningen	Westerkwartier
9892	1969	20	Groningen	Westerkwartier
9893	1969	20	Groningen	Westerkwartier
9901	3			
9902	3			
9903	3			
9904	10			
9905	10			
9906	10			
9907	10			
9908	10			
9909	10			
9911	24			
9912	24			
9913	24			
9914	24			
9915	24			
9917	24			
9918	24			
9919	24			
9921	24			
9922	24			
9923	24			
9924	24			
9925	1966	20	Groningen	Het Hogeland
9931	10			
9932	10			
9933	10			
9934	10			
9936	10			
9937	10			
9939	1952	20	Groningen	Midden-Groningen
9942	1895	20	Groningen	Oldambt
9943	1895	20	Groningen	Oldambt
9944	1895	20	Groningen	Oldambt
9945	10			
9946	10			
9947	10			
9948	10			
9949	10			
9951	1966	20	Groningen	Het Hogeland
9953	1966	20	Groningen	Het Hogeland
9954	1966	20	Groningen	Het Hogeland
9955	1966	20	Groningen	Het Hogeland
9956	1966	20	Groningen	Het Hogeland
9957	1966	20	Groningen	Het Hogeland
9959	1966	20	Groningen	Het Hogeland
9961	1966	20	Groningen	Het Hogeland
9962	1966	20	Groningen	Het Hogeland
9963	1966	20	Groningen	Het Hogeland
9964	1966	20	Groningen	Het Hogeland
9965	1966	20	Groningen	Het Hogeland
9966	1966	20	Groningen	Het Hogeland
9967	1966	20	Groningen	Het Hogeland
9968	1966	20	Groningen	Het Hogeland
9969	1966	20	Groningen	Het Hogeland
9971	1966	20	Groningen	Het Hogeland
9972	1966	20	Groningen	Het Hogeland
9973	1966	20	Groningen	Het Hogeland
9974	1966	20	Groningen	Het Hogeland
9975	1966	20	Groningen	Het Hogeland
9976	1966	20	Groningen	Het Hogeland
9977	1966	20	Groningen	Het Hogeland
9978	1966	20	Groningen	Het Hogeland
9979	1966	20	Groningen	Het Hogeland
9981	1966	20	Groningen	Het Hogeland
9982	1966	20	Groningen	Het Hogeland
9983	1966	20	Groningen	Het Hogeland
9984	1966	20	Groningen	Het Hogeland
9985	1966	20	Groningen	Het Hogeland
9986	1966	20	Groningen	Het Hogeland
9987	24			
9988	1966	20	Groningen	Het Hogeland
9989	1966	20	Groningen	Het Hogeland
9991	24			
9992	24			
9993	24			
9994	24			
9995	1966	20	Groningen	Het Hogeland
9996	1966	20	Groningen	Het Hogeland
9997	1966	20	Groningen	Het Hogeland
9998	1966	20	Groningen	Het Hogeland
9999	1966	20	Groningen	Het Hogeland
